"Time","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data"
"2005-01-19 11:30:00",84952.953
"2005-01-19 12:30:00",85951.812
"2005-01-19 13:30:00",90552.315
"2005-01-19 14:30:00",90306.249
"2005-01-19 15:30:00",83041.814
"2005-01-19 16:30:00",76304.773
"2005-01-19 17:30:00",66001.098
"2005-01-19 18:30:00",62987.519
"2005-01-19 19:30:00",60288
"2005-01-19 20:30:00",57135.185
"2005-01-19 21:30:00",54699.21
"2005-01-19 22:30:00",52807.261
"2005-01-19 23:30:00",50730.914
"2005-01-20 00:30:00",46539.164
"2005-01-20 01:30:00",40666.338
"2005-01-20 02:30:00",34759.708
"2005-01-20 03:30:00",31370.575
"2005-01-20 04:30:00",29680
"2005-01-20 05:30:00",28741.325
"2005-01-20 06:30:00",28500.807
"2005-01-20 07:30:00",35317.737
"2005-01-20 08:30:00",55254.216
"2005-01-20 09:30:00",72645.523
"2005-01-20 10:30:00",80896.92
"2005-01-20 11:30:00",86851.622
"2005-01-20 12:30:00",87708.614
"2005-01-20 13:30:00",93628.165
"2005-01-20 14:30:00",91876.782
"2005-01-20 15:30:00",87007.913
"2005-01-20 16:30:00",75656.404
"2005-01-20 17:30:00",66156
"2005-01-20 18:30:00",62986.301
"2005-01-20 19:30:00",59824.653
"2005-01-20 20:30:00",57246.761
"2005-01-20 21:30:00",54641.566
"2005-01-20 22:30:00",53266.723
"2005-01-20 23:30:00",50580.132
"2005-01-21 00:30:00",45983.441
"2005-01-21 01:30:00",42238.828
"2005-01-21 02:30:00",38320.265
"2005-01-21 03:30:00",34378.552
"2005-01-21 04:30:00",31930.523
"2005-01-21 05:30:00",31510.425
"2005-01-21 06:30:00",30830.23
"2005-01-21 07:30:00",35902.669
"2005-01-21 08:30:00",55222.436
"2005-01-21 09:30:00",73560.819
"2005-01-21 10:30:00",80111
"2005-01-21 11:30:00",83003.728
"2005-01-21 12:30:00",81437.142
"2005-01-21 13:30:00",84477.901
"2005-01-21 14:30:00",83847.391
"2005-01-21 15:30:00",76707.985
"2005-01-21 16:30:00",63239.84
"2005-01-21 17:30:00",56832
"2005-01-21 18:30:00",56307.906
"2005-01-21 19:30:00",53412.412
"2005-01-21 20:30:00",50746.727
"2005-01-21 21:30:00",48662.291
"2005-01-21 22:30:00",48201.778
"2005-01-21 23:30:00",46673.46
"2005-01-22 00:30:00",44128.232
"2005-01-22 01:30:00",41771.587
"2005-01-22 02:30:00",37995.398
"2005-01-22 03:30:00",34546.829
"2005-01-22 04:30:00",32936.932
"2005-01-22 05:30:00",30847.34
"2005-01-22 06:30:00",29459.922
"2005-01-22 07:30:00",29911.553
"2005-01-22 08:30:00",31444.827
"2005-01-22 09:30:00",35694.522
"2005-01-22 10:30:00",39791.496
"2005-01-22 11:30:00",42715.049
"2005-01-22 12:30:00",47104.109
"2005-01-22 13:30:00",49775.49
"2005-01-22 14:30:00",52201.753
"2005-01-22 15:30:00",54156.064
"2005-01-22 16:30:00",52505.793
"2005-01-22 17:30:00",52525.488
"2005-01-22 18:30:00",52706.984
"2005-01-22 19:30:00",52141.709
"2005-01-22 20:30:00",50541.782
"2005-01-22 21:30:00",49768.606
"2005-01-22 22:30:00",48578.744
"2005-01-22 23:30:00",47224.947
"2005-01-23 00:30:00",44891.579
"2005-01-23 01:30:00",42296.246
"2005-01-23 02:30:00",39147.617
"2005-01-23 03:30:00",36170.345
"2005-01-23 04:30:00",33863.084
"2005-01-23 05:30:00",32177.069
"2005-01-23 06:30:00",29927.823
"2005-01-23 07:30:00",28949.303
"2005-01-23 08:30:00",30533.191
"2005-01-23 09:30:00",33938.943
"2005-01-23 10:30:00",38569.109
"2005-01-23 11:30:00",43021.251
"2005-01-23 12:30:00",46883.178
"2005-01-23 13:30:00",51258.825
"2005-01-23 14:30:00",54241.936
"2005-01-23 15:30:00",54742.083
"2005-01-23 16:30:00",55396.632
"2005-01-23 17:30:00",53526.387
"2005-01-23 18:30:00",53737.436
"2005-01-23 19:30:00",52364.534
"2005-01-23 20:30:00",50889.499
"2005-01-23 21:30:00",50394.978
"2005-01-23 22:30:00",48893.249
"2005-01-23 23:30:00",48200.209
"2005-01-24 00:30:00",43254.819
"2005-01-24 01:30:00",38513.932
"2005-01-24 02:30:00",34113.201
"2005-01-24 03:30:00",30901.903
"2005-01-24 04:30:00",28659.359
"2005-01-24 05:30:00",27662.765
"2005-01-24 06:30:00",28239.083
"2005-01-24 07:30:00",35152.381
"2005-01-24 08:30:00",57627.265
"2005-01-24 09:30:00",74043
"2005-01-24 10:30:00",83177.85
"2005-01-24 11:30:00",86441.465
"2005-01-24 12:30:00",90771.491
"2005-01-24 13:30:00",93503.762
"2005-01-24 14:30:00",94055.128
"2005-01-24 15:30:00",84533.217
"2005-01-24 16:30:00",74003.642
"2005-01-24 17:30:00",67839.875
"2005-01-24 18:30:00",64746.797
"2005-01-24 19:30:00",61105.399
"2005-01-24 20:30:00",56881.734
"2005-01-24 21:30:00",54417.114
"2005-01-24 22:30:00",50811.084
"2005-01-24 23:30:00",48799.573
"2005-01-25 00:30:00",43701.249
"2005-01-25 01:30:00",39242.844
"2005-01-25 02:30:00",33689.358
"2005-01-25 03:30:00",30857.868
"2005-01-25 04:30:00",28019.671
"2005-01-25 05:30:00",27811.404
"2005-01-25 06:30:00",25677.458
"2005-01-25 07:30:00",31652.845
"2005-01-25 08:30:00",55886.455
"2005-01-25 09:30:00",75961.847
"2005-01-25 10:30:00",86750.998
"2005-01-25 11:30:00",91419.251
"2005-01-25 12:30:00",91405.351
"2005-01-25 13:30:00",93611
"2005-01-25 14:30:00",92109.633
"2005-01-25 15:30:00",85801
"2005-01-25 16:30:00",73586.831
"2005-01-25 17:30:00",66479.546
"2005-01-25 18:30:00",64222.127
"2005-01-25 19:30:00",59882.861
"2005-01-25 20:30:00",58759.423
"2005-01-25 21:30:00",55576.268
"2005-01-25 22:30:00",52467.44
"2005-01-25 23:30:00",51906.903
"2005-01-26 00:30:00",45798.844
"2005-01-26 01:30:00",39859.975
"2005-01-26 02:30:00",36084.291
"2005-01-26 03:30:00",33738.884
"2005-01-26 04:30:00",31012
"2005-01-26 05:30:00",29885.24
"2005-01-26 06:30:00",29657.876
"2005-01-26 07:30:00",37131.056
"2005-01-26 08:30:00",58456.42
"2005-01-26 09:30:00",74677.392
"2005-01-26 10:30:00",82707.285
"2005-01-26 11:30:00",89276.981
"2005-01-26 12:30:00",90175.823
"2005-01-26 13:30:00",91528.348
"2005-01-26 14:30:00",91017.869
"2005-01-26 15:30:00",84649.386
"2005-01-26 16:30:00",74295.328
"2005-01-26 17:30:00",66221.125
"2005-01-26 18:30:00",62229.943
"2005-01-26 19:30:00",61476.545
"2005-01-26 20:30:00",55868.574
"2005-01-26 21:30:00",52286.636
"2005-01-26 22:30:00",51672.988
"2005-01-26 23:30:00",50108.482
"2005-01-27 00:30:00",44081.16
"2005-01-27 01:30:00",39639.392
"2005-01-27 02:30:00",34403
"2005-01-27 03:30:00",30900.856
"2005-01-27 04:30:00",28875.908
"2005-01-27 05:30:00",27760.294
"2005-01-27 06:30:00",27790.878
"2005-01-27 07:30:00",34913.459
"2005-01-27 08:30:00",57116.824
"2005-01-27 09:30:00",72690.784

Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data

