"Date","Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
"1989-04-06",1.869
"1989-04-07",1.875
"1989-04-10",1.88
"1989-04-11",1.887
"1989-04-12",1.886
"1989-04-13",1.874
"1989-04-14",1.871
"1989-04-17",1.856
"1989-04-18",1.853
"1989-04-19",1.862
"1989-04-20",1.847
"1989-04-21",1.849
"1989-04-24",1.861
"1989-04-25",1.866
"1989-04-26",1.879
"1989-04-27",1.877
"1989-04-28",1.88
"1989-05-01",1.891
"1989-05-02",1.887
"1989-05-03",1.89
"1989-05-04",1.892
"1989-05-05",1.899
"1989-05-08",1.908
"1989-05-09",1.916
"1989-05-10",1.905
"1989-05-11",1.914
"1989-05-12",1.92
"1989-05-15",1.942
"1989-05-16",1.944
"1989-05-17",1.973
"1989-05-18",1.967
"1989-05-19",1.97
"1989-05-22",2.009
"1989-05-23",2.008
"1989-05-24",2.012
"1989-05-25",1.995
"1989-05-26",1.99
"1989-05-30",2.009
"1989-05-31",1.976
"1989-06-01",1.984
"1989-06-02",1.958
"1989-06-05",1.963
"1989-06-06",1.98
"1989-06-07",1.962
"1989-06-08",1.978
"1989-06-09",2.003
"1989-06-12",2.025
"1989-06-13",2.027
"1989-06-14",2.03
"1989-06-15",2.024
"1989-06-16",1.992
"1989-06-19",1.974
"1989-06-20",1.978
"1989-06-21",1.97
"1989-06-22",1.96
"1989-06-23",1.941
"1989-06-26",1.958
"1989-06-27",1.957
"1989-06-28",1.965
"1989-06-29",1.956
"1989-06-30",1.955
"1989-07-03",1.929
"1989-07-05",1.89
"1989-07-06",1.891
"1989-07-07",1.884
"1989-07-10",1.858
"1989-07-11",1.881
"1989-07-12",1.876
"1989-07-13",1.882
"1989-07-14",1.904
"1989-07-17",1.907
"1989-07-18",1.892
"1989-07-19",1.902
"1989-07-20",1.901
"1989-07-21",1.906
"1989-07-24",1.909
"1989-07-25",1.896
"1989-07-26",1.875
"1989-07-27",1.869
"1989-07-28",1.888
"1989-07-31",1.866
"1989-08-01",1.865
"1989-08-02",1.852
"1989-08-03",1.866
"1989-08-04",1.897
"1989-08-07",1.906
"1989-08-08",1.891
"1989-08-09",1.901
"1989-08-10",1.892
"1989-08-11",1.939
"1989-08-14",1.939
"1989-08-15",1.947
"1989-08-16",1.942
"1989-08-17",1.969
"1989-08-18",1.95
"1989-08-21",1.952
"1989-08-22",1.941
"1989-08-23",1.957
"1989-08-24",1.959
"1989-08-25",1.954
"1989-08-28",1.959
"1989-08-29",1.938
"1989-08-30",1.946
"1989-08-31",1.958
"1989-09-01",1.978
"1989-09-05",1.991
"1989-09-06",1.975
"1989-09-07",1.985
"1989-09-08",1.981
"1989-09-11",1.987
"1989-09-12",1.988
"1989-09-13",1.981
"1989-09-14",1.969
"1989-09-15",2
"1989-09-18",1.953
"1989-09-19",1.95
"1989-09-20",1.942
"1989-09-21",1.944
"1989-09-22",1.95
"1989-09-25",1.906
"1989-09-26",1.889
"1989-09-27",1.883
"1989-09-28",1.882
"1989-09-29",1.873
"1989-10-02",1.875
"1989-10-03",1.887
"1989-10-04",1.878
"1989-10-05",1.886
"1989-10-06",1.893
"1989-10-10",1.897
"1989-10-11",1.917
"1989-10-12",1.908
"1989-10-13",1.891
"1989-10-16",1.866
"1989-10-17",1.852
"1989-10-18",1.854
"1989-10-19",1.852
"1989-10-20",1.854
"1989-10-23",1.856
"1989-10-24",1.839
"1989-10-25",1.841
"1989-10-26",1.838
"1989-10-27",1.83
"1989-10-30",1.837
"1989-10-31",1.841
"1989-11-01",1.838
"1989-11-02",1.848
"1989-11-03",1.848
"1989-11-06",1.852
"1989-11-07",1.845
"1989-11-08",1.846
"1989-11-09",1.849
"1989-11-10",1.863
"1989-11-13",1.862
"1989-11-14",1.849
"1989-11-15",1.839
"1989-11-16",1.836
"1989-11-17",1.842
"1989-11-20",1.836
"1989-11-21",1.821
"1989-11-22",1.814
"1989-11-24",1.805
"1989-11-27",1.79
"1989-11-28",1.788
"1989-11-29",1.783
"1989-11-30",1.78
"1989-12-01",1.782
"1989-12-04",1.781
"1989-12-05",1.777
"1989-12-06",1.766
"1989-12-07",1.773
"1989-12-08",1.772
"1989-12-11",1.766
"1989-12-12",1.734
"1989-12-13",1.74
"1989-12-14",1.737
"1989-12-15",1.723
"1989-12-18",1.726
"1989-12-19",1.738
"1989-12-20",1.741
"1989-12-21",1.726
"1989-12-22",1.708
"1989-12-26",1.7
"1989-12-27",1.69
"1989-12-28",1.688
"1989-12-29",1.69
"1990-01-02",1.709
"1990-01-03",1.721
"1990-01-04",1.684
"1990-01-05",1.681
"1990-01-08",1.669
"1990-01-09",1.682
"1990-01-10",1.68
"1990-01-11",1.682
"1990-01-12",1.68
"1990-01-16",1.695
"1990-01-17",1.691
"1990-01-18",1.709
"1990-01-19",1.705
"1990-01-22",1.723
"1990-01-23",1.697
"1990-01-24",1.687
"1990-01-25",1.688
"1990-01-26",1.693
"1990-01-29",1.679
"1990-01-30",1.682
"1990-01-31",1.688
"1990-02-01",1.682
"1990-02-02",1.686
"1990-02-05",1.67
"1990-02-06",1.658
"1990-02-07",1.655
"1990-02-08",1.673
"1990-02-09",1.675
"1990-02-12",1.67
"1990-02-13",1.677
"1990-02-14",1.672
"1990-02-15",1.681
"1990-02-16",1.68
"1990-02-20",1.675
"1990-02-21",1.666
"1990-02-22",1.67
"1990-02-23",1.678
"1990-02-26",1.692
"1990-02-27",1.685
"1990-02-28",1.697
"1990-03-01",1.715
"1990-03-02",1.72
"1990-03-05",1.704
"1990-03-06",1.701
"1990-03-07",1.707
"1990-03-08",1.702
"1990-03-09",1.705
"1990-03-12",1.711
"1990-03-13",1.717
"1990-03-14",1.713
"1990-03-15",1.703
"1990-03-16",1.695
"1990-03-19",1.683
"1990-03-20",1.697
"1990-03-21",1.709
"1990-03-22",1.705
"1990-03-23",1.711
"1990-03-26",1.712
"1990-03-27",1.712
"1990-03-28",1.711
"1990-03-29",1.698
"1990-03-30",1.688
"1990-04-02",1.704
"1990-04-03",1.701
"1990-04-04",1.7
"1990-04-05",1.7
"1990-04-06",1.696
"1990-04-09",1.693
"1990-04-10",1.691
"1990-04-11",1.675
"1990-04-12",1.673
"1990-04-13",1.673
"1990-04-16",1.678
"1990-04-17",1.678
"1990-04-18",1.673
"1990-04-19",1.677
"1990-04-20",1.689
"1990-04-23",1.698
"1990-04-24",1.695
"1990-04-25",1.683
"1990-04-26",1.683
"1990-04-27",1.676
"1990-04-30",1.679
"1990-05-01",1.681
"1990-05-02",1.683
"1990-05-03",1.683
"1990-05-04",1.672
"1990-05-07",1.656
"1990-05-08",1.658
"1990-05-09",1.638
"1990-05-10",1.637
"1990-05-11",1.631
"1990-05-14",1.645
"1990-05-15",1.647
"1990-05-16",1.643
"1990-05-17",1.648
"1990-05-18",1.648
"1990-05-21",1.664
"1990-05-22",1.67
"1990-05-23",1.673
"1990-05-24",1.678
"1990-05-25",1.683
"1990-05-29",1.672
"1990-05-30",1.682
"1990-05-31",1.699
"1990-06-01",1.694
"1990-06-04",1.693
"1990-06-05",1.692
"1990-06-06",1.688
"1990-06-07",1.692
"1990-06-08",1.697
"1990-06-11",1.692
"1990-06-12",1.693
"1990-06-13",1.693
"1990-06-14",1.695
"1990-06-15",1.694
"1990-06-18",1.677
"1990-06-19",1.669
"1990-06-20",1.679
"1990-06-21",1.681
"1990-06-22",1.675
"1990-06-25",1.678
"1990-06-26",1.672
"1990-06-27",1.664
"1990-06-28",1.669
"1990-06-29",1.666
"1990-07-02",1.658
"1990-07-03",1.652
"1990-07-05",1.649
"1990-07-06",1.654
"1990-07-09",1.649
"1990-07-10",1.646
"1990-07-11",1.651
"1990-07-12",1.658
"1990-07-13",1.643
"1990-07-16",1.653
"1990-07-17",1.646
"1990-07-18",1.644
"1990-07-19",1.644
"1990-07-20",1.642
"1990-07-23",1.628
"1990-07-24",1.619
"1990-07-25",1.619
"1990-07-26",1.623
"1990-07-27",1.615
"1990-07-30",1.609
"1990-07-31",1.588
"1990-08-01",1.593
"1990-08-02",1.595
"1990-08-03",1.593
"1990-08-06",1.577
"1990-08-07",1.581
"1990-08-08",1.595
"1990-08-09",1.592
"1990-08-10",1.59
"1990-08-13",1.577
"1990-08-14",1.57
"1990-08-15",1.563
"1990-08-16",1.564
"1990-08-17",1.551
"1990-08-20",1.558
"1990-08-21",1.555
"1990-08-22",1.554
"1990-08-23",1.548
"1990-08-24",1.558
"1990-08-27",1.552
"1990-08-28",1.553
"1990-08-29",1.558
"1990-08-30",1.566
"1990-08-31",1.576
"1990-09-04",1.584
"1990-09-05",1.564
"1990-09-06",1.558
"1990-09-07",1.566
"1990-09-10",1.582
"1990-09-11",1.592
"1990-09-12",1.588
"1990-09-13",1.575
"1990-09-14",1.562
"1990-09-17",1.558
"1990-09-18",1.548
"1990-09-19",1.569
"1990-09-20",1.58
"1990-09-21",1.578
"1990-09-24",1.557
"1990-09-25",1.564
"1990-09-26",1.572
"1990-09-27",1.571
"1990-09-28",1.567
"1990-10-01",1.552
"1990-10-02",1.555
"1990-10-03",1.545
"1990-10-04",1.534
"1990-10-05",1.547
"1990-10-09",1.526
"1990-10-10",1.528
"1990-10-11",1.532
"1990-10-12",1.518
"1990-10-15",1.523
"1990-10-16",1.516
"1990-10-17",1.511
"1990-10-18",1.511
"1990-10-19",1.504
"1990-10-22",1.517
"1990-10-23",1.518
"1990-10-24",1.508
"1990-10-25",1.513
"1990-10-26",1.517
"1990-10-29",1.517
"1990-10-30",1.519
"1990-10-31",1.516
"1990-11-01",1.508
"1990-11-02",1.502
"1990-11-05",1.487
"1990-11-06",1.487
"1990-11-07",1.482
"1990-11-08",1.488
"1990-11-09",1.488
"1990-11-13",1.48
"1990-11-14",1.472
"1990-11-15",1.478
"1990-11-16",1.471
"1990-11-19",1.475
"1990-11-20",1.477
"1990-11-21",1.482
"1990-11-23",1.486
"1990-11-26",1.492
"1990-11-27",1.48
"1990-11-28",1.485
"1990-11-29",1.497
"1990-11-30",1.5
"1990-12-03",1.514
"1990-12-04",1.503
"1990-12-05",1.503
"1990-12-06",1.49
"1990-12-07",1.479
"1990-12-10",1.473
"1990-12-11",1.481
"1990-12-12",1.478
"1990-12-13",1.481
"1990-12-14",1.485
"1990-12-17",1.487
"1990-12-18",1.484
"1990-12-19",1.479
"1990-12-20",1.503
"1990-12-21",1.527
"1990-12-24",1.546
"1990-12-26",1.532
"1990-12-27",1.53
"1990-12-28",1.497
"1990-12-31",1.497
"1991-01-02",1.49
"1991-01-03",1.493
"1991-01-04",1.508
"1991-01-07",1.533
"1991-01-08",1.531
"1991-01-09",1.514
"1991-01-10",1.532
"1991-01-11",1.533
"1991-01-14",1.545
"1991-01-15",1.544
"1991-01-16",1.544
"1991-01-17",1.514
"1991-01-18",1.504
"1991-01-22",1.495
"1991-01-23",1.488
"1991-01-24",1.486
"1991-01-25",1.49
"1991-01-28",1.49
"1991-01-29",1.488
"1991-01-30",1.493
"1991-01-31",1.479
"1991-02-01",1.468
"1991-02-04",1.465
"1991-02-05",1.463
"1991-02-06",1.451
"1991-02-07",1.452
"1991-02-08",1.457
"1991-02-11",1.445
"1991-02-12",1.453
"1991-02-13",1.457
"1991-02-14",1.466
"1991-02-15",1.477
"1991-02-19",1.493
"1991-02-20",1.497
"1991-02-21",1.491
"1991-02-22",1.506
"1991-02-25",1.523
"1991-02-26",1.52
"1991-02-27",1.522
"1991-02-28",1.526
"1991-03-01",1.538
"1991-03-04",1.537
"1991-03-05",1.534
"1991-03-06",1.542
"1991-03-07",1.548
"1991-03-08",1.563
"1991-03-11",1.58
"1991-03-12",1.572
"1991-03-13",1.577
"1991-03-14",1.579
"1991-03-15",1.599
"1991-03-18",1.633
"1991-03-19",1.654
"1991-03-20",1.65
"1991-03-21",1.638
"1991-03-22",1.645
"1991-03-25",1.671
"1991-03-26",1.69
"1991-03-27",1.706
"1991-03-28",1.706
"1991-03-29",1.698
"1991-04-01",1.685
"1991-04-02",1.678
"1991-04-03",1.668
"1991-04-04",1.665
"1991-04-05",1.681
"1991-04-08",1.689
"1991-04-09",1.668
"1991-04-10",1.679
"1991-04-11",1.671
"1991-04-12",1.684
"1991-04-15",1.677
"1991-04-16",1.665
"1991-04-17",1.673
"1991-04-18",1.689
"1991-04-19",1.737
"1991-04-22",1.767
"1991-04-23",1.742
"1991-04-24",1.754
"1991-04-25",1.748
"1991-04-26",1.755
"1991-04-29",1.769
"1991-04-30",1.719
"1991-05-01",1.706
"1991-05-02",1.724
"1991-05-03",1.748
"1991-05-06",1.738
"1991-05-07",1.721
"1991-05-08",1.733
"1991-05-09",1.744
"1991-05-10",1.727
"1991-05-13",1.714
"1991-05-14",1.702
"1991-05-15",1.691
"1991-05-16",1.698
"1991-05-17",1.738
"1991-05-20",1.728
"1991-05-21",1.713
"1991-05-22",1.722
"1991-05-23",1.714
"1991-05-24",1.708
"1991-05-28",1.698
"1991-05-29",1.713
"1991-05-30",1.721
"1991-05-31",1.74
"1991-06-03",1.746
"1991-06-04",1.739
"1991-06-05",1.749
"1991-06-06",1.753
"1991-06-07",1.77
"1991-06-10",1.771
"1991-06-11",1.773
"1991-06-12",1.792
"1991-06-13",1.798
"1991-06-14",1.79
"1991-06-17",1.798
"1991-06-18",1.814
"1991-06-19",1.79
"1991-06-20",1.798
"1991-06-21",1.799
"1991-06-24",1.785
"1991-06-25",1.799
"1991-06-26",1.785
"1991-06-27",1.796
"1991-06-28",1.814
"1991-07-01",1.822
"1991-07-02",1.835
"1991-07-03",1.831
"1991-07-05",1.827
"1991-07-08",1.811
"1991-07-09",1.818
"1991-07-10",1.815
"1991-07-11",1.834
"1991-07-12",1.789
"1991-07-15",1.788
"1991-07-16",1.8
"1991-07-17",1.79
"1991-07-18",1.771
"1991-07-19",1.749
"1991-07-22",1.759
"1991-07-23",1.757
"1991-07-24",1.737
"1991-07-25",1.756
"1991-07-26",1.739
"1991-07-29",1.753
"1991-07-30",1.752
"1991-07-31",1.747
"1991-08-01",1.758
"1991-08-02",1.735
"1991-08-05",1.72
"1991-08-06",1.713
"1991-08-07",1.709
"1991-08-08",1.724
"1991-08-09",1.728
"1991-08-12",1.725
"1991-08-13",1.731
"1991-08-14",1.735
"1991-08-15",1.733
"1991-08-16",1.761
"1991-08-19",1.817
"1991-08-20",1.804
"1991-08-21",1.753
"1991-08-22",1.728
"1991-08-23",1.753
"1991-08-26",1.748
"1991-08-27",1.749
"1991-08-28",1.74
"1991-08-29",1.747
"1991-08-30",1.749
"1991-09-03",1.74
"1991-09-04",1.737
"1991-09-05",1.74
"1991-09-06",1.733
"1991-09-09",1.695
"1991-09-10",1.694
"1991-09-11",1.697
"1991-09-12",1.687
"1991-09-13",1.685
"1991-09-16",1.674
"1991-09-17",1.671
"1991-09-18",1.682
"1991-09-19",1.69
"1991-09-20",1.688
"1991-09-23",1.673
"1991-09-24",1.678
"1991-09-25",1.683
"1991-09-26",1.684
"1991-09-27",1.676
"1991-09-30",1.663
"1991-10-01",1.666
"1991-10-02",1.663
"1991-10-03",1.666
"1991-10-04",1.678
"1991-10-07",1.681
"1991-10-08",1.696
"1991-10-09",1.692
"1991-10-10",1.694
"1991-10-11",1.693
"1991-10-15",1.712
"1991-10-16",1.702
"1991-10-17",1.703
"1991-10-18",1.689
"1991-10-21",1.691
"1991-10-22",1.695
"1991-10-23",1.704
"1991-10-24",1.7
"1991-10-25",1.701
"1991-10-28",1.711
"1991-10-29",1.691
"1991-10-30",1.672
"1991-10-31",1.668
"1991-11-01",1.662
"1991-11-04",1.632
"1991-11-05",1.643
"1991-11-06",1.641
"1991-11-07",1.631
"1991-11-08",1.643
"1991-11-12",1.637
"1991-11-13",1.639
"1991-11-14",1.631
"1991-11-15",1.638
"1991-11-18",1.606
"1991-11-19",1.603
"1991-11-20",1.603
"1991-11-21",1.597
"1991-11-22",1.586
"1991-11-25",1.583
"1991-11-26",1.58
"1991-11-27",1.616
"1991-11-29",1.627
"1991-12-02",1.609
"1991-12-03",1.614
"1991-12-04",1.615
"1991-12-05",1.59
"1991-12-06",1.573
"1991-12-09",1.575
"1991-12-10",1.578
"1991-12-11",1.576
"1991-12-12",1.581
"1991-12-13",1.583
"1991-12-16",1.579
"1991-12-17",1.577
"1991-12-18",1.574
"1991-12-19",1.559
"1991-12-20",1.535
"1991-12-23",1.515
"1991-12-24",1.525
"1991-12-26",1.511
"1991-12-27",1.517
"1991-12-30",1.52
"1991-12-31",1.52
"1992-01-02",1.528
"1992-01-03",1.547
"1992-01-06",1.519
"1992-01-07",1.521
"1992-01-08",1.515
"1992-01-09",1.547
"1992-01-10",1.583
"1992-01-13",1.573
"1992-01-14",1.591
"1992-01-15",1.622
"1992-01-16",1.618
"1992-01-17",1.608
"1992-01-21",1.584
"1992-01-22",1.587
"1992-01-23",1.596
"1992-01-24",1.586
"1992-01-27",1.617
"1992-01-28",1.596
"1992-01-29",1.59
"1992-01-30",1.622
"1992-01-31",1.608
"1992-02-03",1.598
"1992-02-04",1.593
"1992-02-05",1.59
"1992-02-06",1.577
"1992-02-07",1.56
"1992-02-10",1.572
"1992-02-11",1.592
"1992-02-12",1.606
"1992-02-13",1.623
"1992-02-14",1.629
"1992-02-18",1.649
"1992-02-19",1.647
"1992-02-20",1.647
"1992-02-21",1.65
"1992-02-24",1.649
"1992-02-25",1.641
"1992-02-26",1.653
"1992-02-27",1.644
"1992-02-28",1.637
"1992-03-02",1.641
"1992-03-03",1.657
"1992-03-04",1.672
"1992-03-05",1.672
"1992-03-06",1.67
"1992-03-09",1.665
"1992-03-10",1.672
"1992-03-11",1.665
"1992-03-12",1.673
"1992-03-13",1.667
"1992-03-16",1.666
"1992-03-17",1.653
"1992-03-18",1.649
"1992-03-19",1.67
"1992-03-20",1.678
"1992-03-23",1.67
"1992-03-24",1.665
"1992-03-25",1.651
"1992-03-26",1.662
"1992-03-27",1.645
"1992-03-30",1.649
"1992-03-31",1.647
"1992-04-01",1.651
"1992-04-02",1.646
"1992-04-03",1.624
"1992-04-06",1.622
"1992-04-07",1.625
"1992-04-08",1.626
"1992-04-09",1.621
"1992-04-10",1.638
"1992-04-13",1.655
"1992-04-14",1.645
"1992-04-15",1.662
"1992-04-16",1.666
"1992-04-17",1.669
"1992-04-20",1.674
"1992-04-21",1.67
"1992-04-22",1.663
"1992-04-23",1.662
"1992-04-24",1.652
"1992-04-27",1.651
"1992-04-28",1.656
"1992-04-29",1.657
"1992-04-30",1.653
"1992-05-01",1.641
"1992-05-04",1.644
"1992-05-05",1.642
"1992-05-06",1.632
"1992-05-07",1.636
"1992-05-08",1.647
"1992-05-11",1.642
"1992-05-12",1.622
"1992-05-13",1.622
"1992-05-14",1.613
"1992-05-15",1.615
"1992-05-18",1.595
"1992-05-19",1.591
"1992-05-20",1.601
"1992-05-21",1.615
"1992-05-22",1.619
"1992-05-26",1.608
"1992-05-27",1.634
"1992-05-28",1.627
"1992-05-29",1.607
"1992-06-01",1.611
"1992-06-02",1.607
"1992-06-03",1.604
"1992-06-04",1.6
"1992-06-05",1.588
"1992-06-08",1.59
"1992-06-09",1.591
"1992-06-10",1.594
"1992-06-11",1.579
"1992-06-12",1.577
"1992-06-15",1.571
"1992-06-16",1.568
"1992-06-17",1.578
"1992-06-18",1.565
"1992-06-19",1.571
"1992-06-22",1.566
"1992-06-23",1.565
"1992-06-24",1.552
"1992-06-25",1.542
"1992-06-26",1.539
"1992-06-29",1.517
"1992-06-30",1.524
"1992-07-01",1.518
"1992-07-02",1.514
"1992-07-03",1.517
"1992-07-06",1.513
"1992-07-07",1.5
"1992-07-08",1.497
"1992-07-09",1.518
"1992-07-10",1.496
"1992-07-13",1.479
"1992-07-14",1.491
"1992-07-15",1.478
"1992-07-16",1.476
"1992-07-17",1.46
"1992-07-20",1.482
"1992-07-21",1.489
"1992-07-22",1.489
"1992-07-23",1.484
"1992-07-24",1.502
"1992-07-27",1.483
"1992-07-28",1.474
"1992-07-29",1.484
"1992-07-30",1.482
"1992-07-31",1.481
"1992-08-03",1.478
"1992-08-04",1.475
"1992-08-05",1.478
"1992-08-06",1.482
"1992-08-07",1.465
"1992-08-10",1.468
"1992-08-11",1.471
"1992-08-12",1.465
"1992-08-13",1.459
"1992-08-14",1.468
"1992-08-17",1.463
"1992-08-18",1.458
"1992-08-19",1.453
"1992-08-20",1.448
"1992-08-21",1.438
"1992-08-24",1.404
"1992-08-25",1.4
"1992-08-26",1.407
"1992-08-27",1.411
"1992-08-28",1.407
"1992-08-31",1.402
"1992-09-01",1.394
"1992-09-02",1.391
"1992-09-03",1.412
"1992-09-04",1.405
"1992-09-08",1.392
"1992-09-09",1.412
"1992-09-10",1.411
"1992-09-11",1.452
"1992-09-14",1.486
"1992-09-15",1.487
"1992-09-16",1.518
"1992-09-17",1.482
"1992-09-18",1.502
"1992-09-21",1.482
"1992-09-22",1.491
"1992-09-23",1.502
"1992-09-24",1.486
"1992-09-25",1.486
"1992-09-28",1.452
"1992-09-29",1.426
"1992-09-30",1.415
"1992-10-01",1.426
"1992-10-02",1.409
"1992-10-05",1.405
"1992-10-06",1.43
"1992-10-07",1.443
"1992-10-08",1.472
"1992-10-09",1.487
"1992-10-13",1.472
"1992-10-14",1.463
"1992-10-15",1.45
"1992-10-16",1.477
"1992-10-19",1.485
"1992-10-20",1.52
"1992-10-21",1.509
"1992-10-22",1.511
"1992-10-23",1.532
"1992-10-26",1.539
"1992-10-27",1.536
"1992-10-28",1.54
"1992-10-29",1.541
"1992-10-30",1.543
"1992-11-02",1.567
"1992-11-03",1.563
"1992-11-04",1.568
"1992-11-05",1.578
"1992-11-06",1.595
"1992-11-09",1.589
"1992-11-10",1.597
"1992-11-12",1.588
"1992-11-13",1.566
"1992-11-16",1.593
"1992-11-17",1.6
"1992-11-18",1.597
"1992-11-19",1.58
"1992-11-20",1.593
"1992-11-23",1.602
"1992-11-24",1.602
"1992-11-25",1.594
"1992-11-27",1.599
"1992-11-30",1.594
"1992-12-01",1.582
"1992-12-02",1.572
"1992-12-03",1.582
"1992-12-04",1.598
"1992-12-07",1.568
"1992-12-08",1.556
"1992-12-09",1.571
"1992-12-10",1.582
"1992-12-11",1.577
"1992-12-14",1.57
"1992-12-15",1.568
"1992-12-16",1.555
"1992-12-17",1.562
"1992-12-18",1.567
"1992-12-21",1.567
"1992-12-22",1.587
"1992-12-23",1.595
"1992-12-24",1.599
"1992-12-28",1.608
"1992-12-29",1.613
"1992-12-30",1.614
"1992-12-31",1.62
"1993-01-04",1.638
"1993-01-05",1.625
"1993-01-06",1.635
"1993-01-07",1.637
"1993-01-08",1.639
"1993-01-11",1.63
"1993-01-12",1.632
"1993-01-13",1.633
"1993-01-14",1.62
"1993-01-15",1.634
"1993-01-19",1.612
"1993-01-20",1.607
"1993-01-21",1.616
"1993-01-22",1.59
"1993-01-25",1.573
"1993-01-26",1.577
"1993-01-27",1.583
"1993-01-28",1.586
"1993-01-29",1.611
"1993-02-01",1.638
"1993-02-02",1.642
"1993-02-03",1.646
"1993-02-04",1.654
"1993-02-05",1.655
"1993-02-08",1.655
"1993-02-09",1.652
"1993-02-10",1.655
"1993-02-11",1.658
"1993-02-12",1.663
"1993-02-16",1.633
"1993-02-17",1.629
"1993-02-18",1.634
"1993-02-19",1.636
"1993-02-22",1.629
"1993-02-23",1.614
"1993-02-24",1.619
"1993-02-25",1.634
"1993-02-26",1.642
"1993-03-01",1.647
"1993-03-02",1.643
"1993-03-03",1.648
"1993-03-04",1.636
"1993-03-05",1.668
"1993-03-08",1.663
"1993-03-09",1.668
"1993-03-10",1.666
"1993-03-11",1.662
"1993-03-12",1.666
"1993-03-15",1.662
"1993-03-16",1.664
"1993-03-17",1.665
"1993-03-18",1.654
"1993-03-19",1.634
"1993-03-22",1.638
"1993-03-23",1.632
"1993-03-24",1.629
"1993-03-25",1.642
"1993-03-26",1.63
"1993-03-29",1.63
"1993-03-30",1.618
"1993-03-31",1.611
"1993-04-01",1.597
"1993-04-02",1.611
"1993-04-05",1.596
"1993-04-06",1.613
"1993-04-07",1.616
"1993-04-08",1.607
"1993-04-09",1.604
"1993-04-12",1.593
"1993-04-13",1.58
"1993-04-14",1.591
"1993-04-15",1.605
"1993-04-16",1.615
"1993-04-19",1.601
"1993-04-20",1.599
"1993-04-21",1.605
"1993-04-22",1.606
"1993-04-23",1.583
"1993-04-26",1.568
"1993-04-27",1.58
"1993-04-28",1.585
"1993-04-29",1.582
"1993-04-30",1.588
"1993-05-03",1.584
"1993-05-04",1.572
"1993-05-05",1.58
"1993-05-06",1.579
"1993-05-07",1.584
"1993-05-10",1.604
"1993-05-11",1.609
"1993-05-12",1.612
"1993-05-13",1.615
"1993-05-14",1.602
"1993-05-17",1.618
"1993-05-18",1.625
"1993-05-19",1.624
"1993-05-20",1.613
"1993-05-21",1.627
"1993-05-24",1.637
"1993-05-25",1.629
"1993-05-26",1.632
"1993-05-27",1.613
"1993-05-28",1.588
"1993-06-01",1.592
"1993-06-02",1.597
"1993-06-03",1.601
"1993-06-04",1.624
"1993-06-07",1.621
"1993-06-08",1.625
"1993-06-09",1.638
"1993-06-10",1.634
"1993-06-11",1.622
"1993-06-14",1.626
"1993-06-15",1.637
"1993-06-16",1.659
"1993-06-17",1.657
"1993-06-18",1.68
"1993-06-21",1.69
"1993-06-22",1.698
"1993-06-23",1.694
"1993-06-24",1.709
"1993-06-25",1.704
"1993-06-28",1.7
"1993-06-29",1.693
"1993-06-30",1.706
"1993-07-01",1.702
"1993-07-02",1.696
"1993-07-06",1.7
"1993-07-07",1.708
"1993-07-08",1.705
"1993-07-09",1.722
"1993-07-12",1.729
"1993-07-13",1.72
"1993-07-14",1.717
"1993-07-15",1.724
"1993-07-16",1.723
"1993-07-19",1.706
"1993-07-20",1.71
"1993-07-21",1.698
"1993-07-22",1.708
"1993-07-23",1.719
"1993-07-26",1.724
"1993-07-27",1.727
"1993-07-28",1.719
"1993-07-29",1.736
"1993-07-30",1.741
"1993-08-02",1.716
"1993-08-03",1.704
"1993-08-04",1.711
"1993-08-05",1.716
"1993-08-06",1.698
"1993-08-09",1.697
"1993-08-10",1.708
"1993-08-11",1.718
"1993-08-12",1.718
"1993-08-13",1.711
"1993-08-16",1.687
"1993-08-17",1.697
"1993-08-18",1.684
"1993-08-19",1.686
"1993-08-20",1.679
"1993-08-23",1.69
"1993-08-24",1.683
"1993-08-25",1.689
"1993-08-26",1.669
"1993-08-27",1.667
"1993-08-30",1.674
"1993-08-31",1.678
"1993-09-01",1.66
"1993-09-02",1.648
"1993-09-03",1.622
"1993-09-07",1.611
"1993-09-08",1.62
"1993-09-09",1.6
"1993-09-10",1.598
"1993-09-13",1.612
"1993-09-14",1.607
"1993-09-15",1.594
"1993-09-16",1.607
"1993-09-17",1.611
"1993-09-20",1.614
"1993-09-21",1.641
"1993-09-22",1.629
"1993-09-23",1.645
"1993-09-24",1.649
"1993-09-27",1.631
"1993-09-28",1.617
"1993-09-29",1.614
"1993-09-30",1.634
"1993-10-01",1.631
"1993-10-04",1.625
"1993-10-05",1.624
"1993-10-06",1.623
"1993-10-07",1.623
"1993-10-08",1.606
"1993-10-12",1.597
"1993-10-13",1.604
"1993-10-14",1.614
"1993-10-15",1.615
"1993-10-18",1.628
"1993-10-19",1.638
"1993-10-20",1.646
"1993-10-21",1.664
"1993-10-22",1.675
"1993-10-25",1.672
"1993-10-26",1.684
"1993-10-27",1.682
"1993-10-28",1.686
"1993-10-29",1.677
"1993-11-01",1.694
"1993-11-02",1.695
"1993-11-03",1.694
"1993-11-04",1.697
"1993-11-05",1.692
"1993-11-08",1.686
"1993-11-09",1.695
"1993-11-10",1.692
"1993-11-12",1.693
"1993-11-15",1.691
"1993-11-16",1.705
"1993-11-17",1.706
"1993-11-18",1.712
